,Region,Year,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90-94,95-99,100+,Dependancy ratio
1002,Sweden,2016,   592,   599,   552,   530,   658,   698,   636,   616,   652,   664,   655,   580,   560,   581,   525,   351,   245,   162,   76,   19,2,59.27150927
1003,Sweden,2017,   597,   607,   570,   536,   634,   721,   654,   623,   645,   659,   675,   583,   563,   566,   548,   366,   250,   163,   76,   20,2,59.81504515
1004,Sweden,2018,   599,   614,   586,   548,   611,   735,   676,   633,   639,   658,   686,   591,   564,   555,   560,   388,   257,   163,   76,   20,2,60.23375594
1005,Sweden,2019,   600,   620,   601,   562,   594,   740,   702,   644,   633,   663,   683,   608,   566,   545,   562,   415,   267,   163,   76,   20,2,60.54456576
1006,Sweden,2020,   599,   624,   617,   577,   584,   732,   730,   656,   633,   668,   675,   630,   568,   539,   555,   443,   277,   164,   77,   21,2,60.71403025
1007,Sweden,2021,   595,   628,   631,   594,   582,   712,   757,   670,   638,   666,   668,   653,   569,   539,   544,   470,   286,   166,   77,   21,3,60.81905259
1008,United Kingdom,1950,  4 316,  3 608,  3 336,  3 128,  3 376,  3 852,  3 458,  3 851,  3 844,  3 561,  3 143,  2 741,  2 416,  2 052,  1 600,  1 034,   512,   182,   41,   5,0,50.00604384
1009,United Kingdom,1951,  4 253,  3 782,  3 346,  3 138,  3 326,  3 738,  3 566,  3 771,  3 850,  3 597,  3 219,  2 770,  2 430,  2 056,  1 615,  1 058,   524,   186,   42,   5,0,50.4901604
1010,United Kingdom,1952,  4 110,  3 996,  3 370,  3 171,  3 283,  3 639,  3 701,  3 639,  3 848,  3 635,  3 292,  2 800,  2 449,  2 065,  1 627,  1 078,   541,   191,   43,   5,0,50.89252203
1011,United Kingdom,1953,  3 980,  4 156,  3 431,  3 225,  3 245,  3 563,  3 826,  3 480,  3 841,  3 673,  3 364,  2 840,  2 467,  2 085,  1 639,  1 101,   562,   200,   45,   6,0,51.32005656
1012,United Kingdom,1954,  3 906,  4 229,  3 524,  3 279,  3 215,  3 501,  3 869,  3 385,  3 832,  3 701,  3 425,  2 894,  2 490,  2 105,  1 650,  1 121,   581,   208,   48,   6,0,51.73858932
1013,United Kingdom,1955,  3 868,  4 249,  3 642,  3 308,  3 200,  3 448,  3 802,  3 413,  3 800,  3 720,  3 470,  2 966,  2 518,  2 120,  1 661,  1 139,   601,   214,   50,   7,0,52.16333988
1014,United Kingdom,1956,  3 875,  4 191,  3 815,  3 320,  3 200,  3 402,  3 690,  3 521,  3 724,  3 731,  3 505,  3 043,  2 547,  2 136,  1 669,  1 154,   620,   221,   51,   7,0,52.66158397
1015,United Kingdom,1957,  3 925,  4 052,  4 029,  3 347,  3 221,  3 362,  3 594,  3 655,  3 595,  3 732,  3 540,  3 119,  2 577,  2 154,  1 681,  1 168,   638,   232,   54,   7,1,53.1694967
1016,United Kingdom,1958,  3 992,  3 928,  4 185,  3 412,  3 262,  3 324,  3 521,  3 781,  3 437,  3 728,  3 574,  3 192,  2 614,  2 171,  1 699,  1 178,   656,   243,   56,   8,1,53.52819842
1017,United Kingdom,1959,  4 069,  3 860,  4 256,  3 508,  3 304,  3 290,  3 463,  3 827,  3 343,  3 723,  3 599,  3 255,  2 664,  2 192,  1 716,  1 186,   669,   252,   59,   8,1,53.76594526
1018,United Kingdom,1960,  4 173,  3 825,  4 276,  3 626,  3 321,  3 267,  3 415,  3 761,  3 375,  3 695,  3 616,  3 303,  2 731,  2 218,  1 729,  1 196,   683,   263,   61,   9,1,54.0439492
1019,United Kingdom,1961,  4 294,  3 833,  4 217,  3 798,  3 322,  3 258,  3 374,  3 651,  3 488,  3 624,  3 625,  3 340,  2 804,  2 243,  1 744,  1 205,   696,   274,   64,   9,1,54.19208788
1020,United Kingdom,1962,  4 409,  3 882,  4 075,  4 012,  3 339,  3 268,  3 336,  3 558,  3 625,  3 501,  3 624,  3 376,  2 875,  2 268,  1 757,  1 214,   704,   283,   68,   9,1,54.09744387
1021,United Kingdom,1963,  4 522,  3 946,  3 946,  4 170,  3 394,  3 299,  3 299,  3 488,  3 752,  3 346,  3 619,  3 409,  2 944,  2 298,  1 769,  1 228,   708,   290,   71,   10,1,54.11431928
1022,United Kingdom,1964,  4 640,  4 020,  3 875,  4 244,  3 480,  3 330,  3 263,  3 433,  3 799,  3 253,  3 611,  3 435,  3 006,  2 342,  1 786,  1 244,   715,   299,   75,   10,1,54.5332668
1023,United Kingdom,1965,  4 740,  4 122,  3 838,  4 267,  3 589,  3 339,  3 237,  3 389,  3 732,  3 285,  3 585,  3 452,  3 054,  2 402,  1 809,  1 260,   728,   310,   80,   11,1,55.25792713
1024,United Kingdom,1966,  4 791,  4 241,  3 843,  4 214,  3 755,  3 329,  3 225,  3 350,  3 620,  3 397,  3 517,  3 459,  3 093,  2 466,  1 831,  1 273,   740,   319,   84,   12,1,56.07096896
1025,United Kingdom,1967,  4 800,  4 355,  3 888,  4 077,  3 968,  3 336,  3 231,  3 313,  3 528,  3 530,  3 399,  3 457,  3 132,  2 532,  1 856,  1 289,   753,   329,   89,   13,1,56.91667501
1026,United Kingdom,1968,  4 774,  4 465,  3 950,  3 952,  4 130,  3 383,  3 259,  3 276,  3 458,  3 660,  3 248,  3 452,  3 168,  2 596,  1 885,  1 302,   768,   336,   93,   14,1,57.69333648
1027,United Kingdom,1969,  4 711,  4 576,  4 023,  3 886,  4 208,  3 462,  3 290,  3 238,  3 405,  3 713,  3 152,  3 444,  3 193,  2 650,  1 921,  1 314,   779,   341,   97,   15,1,58.3813922
1028,United Kingdom,1970,  4 622,  4 669,  4 124,  3 853,  4 240,  3 566,  3 297,  3 209,  3 361,  3 649,  3 183,  3 418,  3 209,  2 693,  1 969,  1 330,   790,   349,   101,   16,1,59.0655443
1029,United Kingdom,1971,  4 539,  4 716,  4 242,  3 861,  4 197,  3 728,  3 286,  3 193,  3 323,  3 540,  3 291,  3 356,  3 216,  2 732,  2 024,  1 349,   802,   358,   105,   17,1,59.68534251
1030,United Kingdom,1972,  4 438,  4 722,  4 355,  3 910,  4 069,  3 941,  3 290,  3 196,  3 286,  3 452,  3 420,  3 243,  3 215,  2 768,  2 080,  1 368,   812,   366,   109,   18,1,60.06863436
1031,United Kingdom,1973,  4 292,  4 695,  4 463,  3 974,  3 950,  4 106,  3 336,  3 220,  3 246,  3 386,  3 547,  3 096,  3 211,  2 800,  2 133,  1 390,   819,   373,   112,   19,2,60.15718844
1032,United Kingdom,1974,  4 120,  4 633,  4 571,  4 050,  3 889,  4 187,  3 415,  3 247,  3 205,  3 336,  3 600,  3 004,  3 205,  2 827,  2 182,  1 421,   829,   379,   114,   19,2,60.0386617
1033,United Kingdom,1975,  3 933,  4 547,  4 659,  4 153,  3 862,  4 221,  3 519,  3 253,  3 174,  3 295,  3 538,  3 035,  3 183,  2 845,  2 226,  1 461,   841,   385,   117,   20,2,59.70129244
1034,United Kingdom,1976,  3 729,  4 467,  4 702,  4 270,  3 874,  4 183,  3 679,  3 240,  3 155,  3 259,  3 434,  3 142,  3 125,  2 854,  2 262,  1 503,   854,   390,   119,   21,2,59.11115844
1035,United Kingdom,1977,  3 543,  4 370,  4 706,  4 381,  3 924,  4 058,  3 891,  3 245,  3 156,  3 223,  3 349,  3 267,  3 020,  2 856,  2 297,  1 548,   868,   397,   122,   22,2,58.37179646
1036,United Kingdom,1978,  3 423,  4 231,  4 680,  4 485,  3 990,  3 939,  4 056,  3 290,  3 179,  3 183,  3 288,  3 389,  2 883,  2 856,  2 332,  1 594,   887,   405,   126,   23,2,57.61531288
1037,United Kingdom,1979,  3 386,  4 067,  4 619,  4 588,  4 067,  3 879,  4 136,  3 370,  3 205,  3 142,  3 242,  3 440,  2 798,  2 854,  2 359,  1 635,   910,   413,   130,   24,2,56.87121364
1038,United Kingdom,1980,  3 417,  3 890,  4 536,  4 671,  4 170,  3 852,  4 169,  3 473,  3 210,  3 112,  3 205,  3 382,  2 830,  2 839,  2 380,  1 673,   938,   423,   133,   24,2,56.14623814
1039,United Kingdom,1981,  3 476,  3 697,  4 459,  4 708,  4 284,  3 863,  4 131,  3 634,  3 198,  3 094,  3 172,  3 283,  2 934,  2 792,  2 394,  1 708,   970,   434,   138,   26,3,55.36091021
1040,United Kingdom,1982,  3 539,  3 522,  4 367,  4 708,  4 390,  3 910,  4 008,  3 846,  3 203,  3 095,  3 138,  3 204,  3 054,  2 702,  2 402,  1 742,  1 003,   445,   142,   27,3,54.41276942
1041,United Kingdom,1983,  3 593,  3 410,  4 233,  4 680,  4 490,  3 971,  3 890,  4 013,  3 250,  3 119,  3 101,  3 148,  3 170,  2 580,  2 410,  1 775,  1 035,   458,   146,   28,3,53.40692674
1042,United Kingdom,1984,  3 617,  3 379,  4 074,  4 617,  4 589,  4 045,  3 829,  4 094,  3 331,  3 146,  3 064,  3 108,  3 221,  2 508,  2 416,  1 804,  1 069,   475,   151,   29,3,52.71091164
1043,United Kingdom,1985,  3 623,  3 413,  3 901,  4 532,  4 667,  4 144,  3 801,  4 129,  3 436,  3 153,  3 036,  3 076,  3 170,  2 543,  2 409,  1 827,  1 100,   492,   156,   30,3,52.4954448
1044,United Kingdom,1986,  3 641,  3 474,  3 712,  4 452,  4 701,  4 255,  3 811,  4 095,  3 598,  3 143,  3 020,  3 048,  3 081,  2 642,  2 372,  1 841,  1 128,   511,   161,   32,3,52.4598626
1045,United Kingdom,1987,  3 683,  3 539,  3 539,  4 357,  4 699,  4 361,  3 856,  3 976,  3 812,  3 150,  3 024,  3 020,  3 011,  2 754,  2 297,  1 854,  1 158,   533,   167,   33,4,52.49182142
1046,United Kingdom,1988,  3 739,  3 596,  3 427,  4 221,  4 669,  4 461,  3 914,  3 860,  3 981,  3 199,  3 050,  2 988,  2 962,  2 861,  2 198,  1 867,  1 188,   557,   176,   35,4,52.65966473
1047,United Kingdom,1989,  3 789,  3 623,  3 394,  4 060,  4 607,  4 561,  3 986,  3 801,  4 066,  3 280,  3 081,  2 957,  2 930,  2 909,  2 141,  1 876,  1 213,   578,   184,   36,4,52.89739266
1048,United Kingdom,1990,  3 829,  3 633,  3 425,  3 885,  4 521,  4 642,  4 085,  3 776,  4 105,  3 387,  3 092,  2 935,  2 905,  2 869,  2 179,  1 875,  1 234,   599,   192,   38,4,53.24392459
1049,United Kingdom,1991,  3 863,  3 654,  3 480,  3 694,  4 440,  4 681,  4 197,  3 788,  4 076,  3 550,  3 086,  2 925,  2 885,  2 795,  2 273,  1 852,  1 252,   621,   203,   40,4,53.68493142
1050,United Kingdom,1992,  3 879,  3 694,  3 542,  3 519,  4 346,  4 686,  4 305,  3 835,  3 962,  3 764,  3 097,  2 934,  2 865,  2 737,  2 376,  1 797,  1 267,   642,   214,   42,5,54.12097284
1051,United Kingdom,1993,  3 868,  3 746,  3 598,  3 405,  4 216,  4 664,  4 409,  3 897,  3 851,  3 935,  3 148,  2 965,  2 841,  2 698,  2 470,  1 720,  1 280,   662,   224,   44,5,54.42090275
1052,United Kingdom,1994,  3 842,  3 792,  3 627,  3 371,  4 064,  4 611,  4 514,  3 971,  3 796,  4 023,  3 232,  3 000,  2 817,  2 675,  2 515,  1 681,  1 292,   680,   233,   46,5,54.51543847
1053,United Kingdom,1995,  3 796,  3 828,  3 642,  3 399,  3 903,  4 538,  4 603,  4 069,  3 775,  4 063,  3 340,  3 014,  2 802,  2 660,  2 487,  1 719,  1 296,   697,   243,   49,5,54.45245668
1054,United Kingdom,1996,  3 738,  3 861,  3 669,  3 453,  3 732,  4 473,  4 655,  4 180,  3 792,  4 036,  3 502,  3 011,  2 797,  2 648,  2 429,  1 802,  1 282,   709,   252,   51,6,54.33856039
1055,United Kingdom,1997,  3 685,  3 878,  3 714,  3 518,  3 578,  4 398,  4 676,  4 287,  3 842,  3 926,  3 714,  3 023,  2 810,  2 637,  2 384,  1 892,  1 245,   721,   262,   54,6,54.21753274
1056,United Kingdom,1998,  3 640,  3 869,  3 770,  3 581,  3 485,  4 293,  4 671,  4 392,  3 907,  3 818,  3 884,  3 072,  2 843,  2 622,  2 357,  1 972,  1 198,   733,   271,   56,6,54.0107215
1057,United Kingdom,1999,  3 597,  3 846,  3 819,  3 622,  3 472,  4 171,  4 638,  4 498,  3 983,  3 764,  3 971,  3 153,  2 877,  2 605,  2 344,  2 012,  1 177,   743,   279,   59,6,53.70104266
1058,United Kingdom,2000,  3 551,  3 806,  3 858,  3 654,  3 524,  4 045,  4 586,  4 591,  4 082,  3 746,  4 008,  3 258,  2 891,  2 596,  2 338,  2 000,  1 212,   749,   287,   61,7,53.31955013
1059,United Kingdom,2001,  3 498,  3 755,  3 897,  3 697,  3 604,  3 911,  4 543,  4 652,  4 191,  3 764,  3 979,  3 416,  2 888,  2 598,  2 338,  1 967,  1 282,   747,   295,   64,7,52.91583851
1060,United Kingdom,2002,  3 444,  3 712,  3 920,  3 755,  3 698,  3 793,  4 493,  4 682,  4 298,  3 816,  3 869,  3 621,  2 899,  2 616,  2 337,  1 943,  1 354,   729,   302,   67,8,52.49274178
1061,United Kingdom,2003,  3 410,  3 677,  3 919,  3 822,  3 792,  3 735,  4 414,  4 688,  4 402,  3 882,  3 762,  3 784,  2 946,  2 650,  2 332,  1 932,  1 416,   704,   308,   69,8,52.06624951
1062,United Kingdom,2004,  3 410,  3 642,  3 904,  3 880,  3 861,  3 755,  4 319,  4 668,  4 509,  3 959,  3 709,  3 867,  3 024,  2 685,  2 325,  1 934,  1 452,   699,   314,   72,8,51.69953218
1063,United Kingdom,2005,  3 441,  3 603,  3 871,  3 930,  3 912,  3 838,  4 215,  4 629,  4 603,  4 057,  3 692,  3 903,  3 127,  2 700,  2 327,  1 944,  1 457,   731,   320,   74,9,51.3158084
1064,United Kingdom,2006,  3 501,  3 553,  3 828,  3 979,  3 964,  3 947,  4 099,  4 598,  4 665,  4 167,  3 712,  3 875,  3 280,  2 700,  2 338,  1 957,  1 448,   785,   321,   77,9,50.92830712
1065,United Kingdom,2007,  3 592,  3 500,  3 792,  4 013,  4 025,  4 062,  3 995,  4 558,  4 697,  4 275,  3 767,  3 769,  3 481,  2 714,  2 362,  1 969,  1 443,   840,   316,   80,10,50.73338945
1066,United Kingdom,2008,  3 694,  3 465,  3 763,  4 022,  4 092,  4 168,  3 945,  4 485,  4 706,  4 380,  3 836,  3 667,  3 642,  2 765,  2 401,  1 977,  1 450,   882,   310,   83,10,50.80203911
1067,United Kingdom,2009,  3 786,  3 464,  3 734,  4 016,  4 150,  4 238,  3 969,  4 392,  4 689,  4 487,  3 916,  3 620,  3 726,  2 846,  2 440,  1 983,  1 466,   911,   314,   86,11,51.06600419
1068,United Kingdom,2010,  3 871,  3 495,  3 697,  3 993,  4 199,  4 280,  4 052,  4 289,  4 653,  4 583,  4 018,  3 608,  3 767,  2 950,  2 461,  1 997,  1 489,   924,   336,   89,11,51.4481996
1069,United Kingdom,2011,  3 950,  3 560,  3 647,  3 957,  4 248,  4 314,  4 155,  4 170,  4 624,  4 646,  4 131,  3 633,  3 746,  3 104,  2 468,  2 019,  1 513,   929,   369,   91,12,52.03823243
1070,United Kingdom,2012,  4 008,  3 657,  3 592,  3 929,  4 284,  4 352,  4 257,  4 061,  4 585,  4 680,  4 242,  3 693,  3 651,  3 305,  2 489,  2 051,  1 535,   936,   399,   90,12,52.89335908
1071,United Kingdom,2013,  4 034,  3 766,  3 554,  3 906,  4 295,  4 395,  4 343,  4 004,  4 511,  4 691,  4 351,  3 767,  3 559,  3 468,  2 544,  2 094,  1 551,   947,   419,   89,13,53.74496076
1072,United Kingdom,2014,  4 034,  3 864,  3 549,  3 880,  4 291,  4 433,  4 390,  4 019,  4 417,  4 675,  4 461,  3 852,  3 520,  3 556,  2 628,  2 135,  1 565,   964,   433,   92,14,54.4488962
1073,United Kingdom,2015,  4 026,  3 955,  3 578,  3 842,  4 270,  4 465,  4 406,  4 092,  4 311,  4 641,  4 559,  3 956,  3 514,  3 602,  2 732,  2 158,  1 583,   982,   440,   99,14,55.08657173
1074,United Kingdom,2016,  4 005,  4 038,  3 643,  3 788,  4 235,  4 501,  4 417,  4 187,  4 189,  4 613,  4 623,  4 071,  3 543,  3 585,  2 881,  2 166,  1 606,   998,   442,   108,14,55.70102995
1075,United Kingdom,2017,  3 965,  4 103,  3 742,  3 726,  4 206,  4 526,  4 434,  4 281,  4 077,  4 574,  4 657,  4 184,  3 605,  3 496,  3 074,  2 188,  1 637,  1 015,   447,   117,14,56.29770233
1076,United Kingdom,2018,  3 911,  4 134,  3 852,  3 679,  4 179,  4 527,  4 463,  4 360,  4 017,  4 500,  4 666,  4 293,  3 680,  3 411,  3 229,  2 241,  1 675,  1 027,   453,   122,14,56.81474969
1077,United Kingdom,2019,  3 847,  4 138,  3 951,  3 666,  4 147,  4 514,  4 491,  4 399,  4 029,  4 404,  4 649,  4 402,  3 765,  3 375,  3 315,  2 321,  1 712,  1 042,   466,   129,15,57.24454877
1078,United Kingdom,2020,  3 757,  4 130,  4 041,  3 690,  4 099,  4 484,  4 519,  4 410,  4 100,  4 297,  4 613,  4 498,  3 866,  3 368,  3 356,  2 414,  1 725,  1 057,   481,   137,17,57.50725735
1079,United Kingdom,2021,  3 652,  4 107,  4 124,  3 751,  4 031,  4 442,  4 552,  4 416,  4 192,  4 173,  4 581,  4 558,  3 975,  3 394,  3 336,  2 543,  1 722,  1 074,   495,   143,21,57.67227457
1080,Italy,1950,  4 368,  3 818,  4 175,  4 042,  4 016,  3 889,  2 635,  3 461,  3 208,  2 744,  2 399,  2 060,  1 823,  1 479,  1 106,   684,   340,   119,   23,   2,0,53.22332035
1081,Italy,1951,  4 354,  3 813,  4 189,  4 004,  4 020,  3 884,  2 760,  3 388,  3 288,  2 812,  2 459,  2 094,  1 848,  1 513,  1 112,   715,   346,   125,   24,   2,0,52.99675348
1082,Italy,1952,  4 236,  3 933,  4 141,  3 971,  3 991,  3 867,  3 014,  3 177,  3 365,  2 885,  2 511,  2 135,  1 872,  1 542,  1 128,   739,   353,   127,   25,   3,0,52.70484302
1083,Italy,1953,  4 127,  4 065,  4 047,  3 981,  3 970,  3 874,  3 367,  2 881,  3 442,  2 983,  2 571,  2 188,  1 896,  1 582,  1 158,   760,   364,   128,   27,   3,0,52.19330232
1084,Italy,1954,  4 058,  4 190,  3 921,  4 014,  3 946,  3 879,  3 685,  2 626,  3 486,  3 092,  2 635,  2 249,  1 918,  1 620,  1 196,   781,   375,   131,   28,   3,0,51.71022439
1085,Italy,1955,  4 034,  4 284,  3 784,  4 036,  3 893,  3 884,  3 809,  2 571,  3 470,  3 178,  2 695,  2 313,  1 940,  1 645,  1 237,   797,   391,   137,   30,   3,0,51.40949635
1086,Italy,1956,  4 040,  4 287,  3 758,  4 035,  3 825,  3 885,  3 808,  2 719,  3 368,  3 255,  2 757,  2 372,  1 971,  1 666,  1 266,   806,   412,   139,   32,   3,0,51.28797715
1087,Italy,1957,  4 068,  4 195,  3 865,  3 993,  3 777,  3 854,  3 803,  2 983,  3 141,  3 324,  2 824,  2 422,  2 007,  1 687,  1 288,   822,   429,   142,   32,   4,0,51.45626023
1088,Italy,1958,  4 097,  4 092,  4 003,  3 904,  3 775,  3 808,  3 786,  3 319,  2 835,  3 385,  2 908,  2 469,  2 048,  1 704,  1 319,   848,   444,   150,   33,   4,0,51.78572739
1089,Italy,1959,  4 125,  4 020,  4 132,  3 785,  3 804,  3 762,  3 766,  3 615,  2 573,  3 412,  3 002,  2 521,  2 096,  1 720,  1 351,   881,   463,   157,   35,   4,0,52.22382855
1090,Italy,1960,  4 157,  3 991,  4 236,  3 670,  3 835,  3 699,  3 755,  3 730,  2 521,  3 393,  3 086,  2 578,  2 156,  1 740,  1 375,   915,   473,   166,   37,   5,0,52.72295399
1091,Italy,1961,  4 191,  3 989,  4 250,  3 661,  3 851,  3 625,  3 744,  3 724,  2 667,  3 289,  3 160,  2 637,  2 215,  1 769,  1 397,   941,   482,   178,   38,   5,0,52.92733571
1092,Italy,1962,  4 255,  3 997,  4 159,  3 771,  3 838,  3 597,  3 719,  3 718,  2 928,  3 064,  3 232,  2 708,  2 267,  1 801,  1 417,   961,   497,   188,   40,   5,0,52.74212757
1093,Italy,1963,  4 351,  4 013,  4 043,  3 904,  3 779,  3 636,  3 693,  3 705,  3 260,  2 765,  3 292,  2 797,  2 319,  1 834,  1 431,   981,   511,   193,   41,   5,0,52.50224311
1094,Italy,1964,  4 471,  4 046,  3 953,  4 019,  3 677,  3 708,  3 675,  3 694,  3 554,  2 511,  3 315,  2 895,  2 380,  1 874,  1 443,  1 004,   530,   201,   43,   5,0,52.5637603
1095,Italy,1965,  4 578,  4 100,  3 903,  4 111,  3 561,  3 779,  3 646,  3 701,  3 670,  2 466,  3 292,  2 983,  2 443,  1 932,  1 457,  1 022,   551,   207,   46,   6,0,52.90266336
1096,Italy,1966,  4 649,  4 168,  3 887,  4 122,  3 535,  3 814,  3 613,  3 714,  3 667,  2 615,  3 186,  3 059,  2 505,  1 997,  1 477,  1 039,   567,   213,   50,   6,0,53.36418398
1097,Italy,1967,  4 688,  4 250,  3 904,  4 034,  3 625,  3 794,  3 609,  3 702,  3 669,  2 871,  2 965,  3 123,  2 575,  2 059,  1 504,  1 058,   582,   223,   54,   6,0,53.95652471
1098,Italy,1968,  4 679,  4 353,  3 941,  3 920,  3 748,  3 720,  3 646,  3 681,  3 660,  3 196,  2 676,  3 170,  2 659,  2 119,  1 531,  1 071,   597,   232,   56,   7,0,54.54211878
1099,Italy,1969,  4 625,  4 467,  3 995,  3 835,  3 858,  3 600,  3 711,  3 666,  3 650,  3 488,  2 430,  3 180,  2 749,  2 184,  1 562,  1 082,   612,   242,   58,   7,0,55.12378205
1100,Italy,1970,  4 540,  4 552,  4 079,  3 788,  3 957,  3 460,  3 775,  3 639,  3 663,  3 600,  2 392,  3 148,  2 828,  2 244,  1 618,  1 092,   625,   255,   61,   8,0,55.69315488
1101,Italy,1971,  4 448,  4 603,  4 172,  3 777,  3 985,  3 412,  3 794,  3 613,  3 685,  3 596,  2 542,  3 041,  2 895,  2 299,  1 691,  1 105,   640,   264,   64,   9,1,56.18510259
1102,Italy,1972,  4 392,  4 637,  4 257,  3 818,  3 920,  3 508,  3 759,  3 614,  3 677,  3 605,  2 794,  2 833,  2 944,  2 351,  1 753,  1 124,   658,   273,   69,   9,1,56.63872034
1103,Italy,1973,  4 364,  4 639,  4 354,  3 884,  3 832,  3 659,  3 686,  3 645,  3 660,  3 605,  3 116,  2 564,  2 976,  2 409,  1 801,  1 148,   673,   282,   72,   10,1,57.04252033
1104,Italy,1974,  4 332,  4 605,  4 462,  3 954,  3 770,  3 803,  3 579,  3 702,  3 648,  3 603,  3 407,  2 337,  2 987,  2 476,  1 847,  1 176,   685,   290,   76,   10,1,57.37403724
1105,Italy,1975,  4 289,  4 545,  4 551,  4 041,  3 750,  3 930,  3 462,  3 759,  3 624,  3 621,  3 524,  2 308,  2 966,  2 537,  1 884,  1 220,   696,   297,   79,   11,1,57.48718222
1106,Italy,1976,  4 207,  4 489,  4 618,  4 128,  3 763,  3 972,  3 447,  3 782,  3 595,  3 645,  3 527,  2 458,  2 876,  2 591,  1 914,  1 269,   710,   303,   82,   11,1,57.38609925
1107,Italy,1977,  4 084,  4 451,  4 665,  4 214,  3 808,  3 907,  3 559,  3 760,  3 591,  3 638,  3 538,  2 705,  2 685,  2 641,  1 953,  1 311,   731,   312,   84,   12,1,57.17805547
1108,Italy,1978,  3 934,  4 417,  4 679,  4 319,  3 863,  3 820,  3 704,  3 695,  3 622,  3 622,  3 537,  3 018,  2 432,  2 688,  2 006,  1 344,   754,   321,   88,   13,1,56.81469037
1109,Italy,1979,  3 760,  4 376,  4 654,  4 438,  3 924,  3 758,  3 839,  3 599,  3 678,  3 612,  3 538,  3 297,  2 217,  2 716,  2 071,  1 377,   779,   332,   92,   14,1,56.18312011
1110,Italy,1980,  3 583,  4 330,  4 607,  4 561,  4 023,  3 765,  3 971,  3 508,  3 742,  3 601,  3 560,  3 412,  2 186,  2 705,  2 126,  1 403,   800,   337,   94,   15,1,55.05526582
1111,Italy,1981,  3 415,  4 248,  4 560,  4 656,  4 128,  3 807,  4 010,  3 516,  3 779,  3 576,  3 587,  3 415,  2 326,  2 633,  2 174,  1 428,   817,   345,   97,   15,1,53.6194214
1112,Italy,1982,  3 277,  4 116,  4 511,  4 705,  4 208,  3 848,  3 933,  3 620,  3 761,  3 564,  3 578,  3 424,  2 558,  2 456,  2 240,  1 466,   842,   361,   102,   16,1,52.11393076
1113,Italy,1983,  3 179,  3 961,  4 461,  4 710,  4 303,  3 898,  3 836,  3 746,  3 697,  3 591,  3 558,  3 424,  2 852,  2 207,  2 299,  1 521,   865,   375,   106,   17,1,50.49023261
1114,Italy,1984,  3 095,  3 780,  4 407,  4 671,  4 422,  3 950,  3 775,  3 866,  3 595,  3 642,  3 551,  3 417,  3 111,  2 007,  2 333,  1 586,   890,   391,   111,   18,1,48.99729544
1115,Italy,1985,  3 033,  3 588,  4 343,  4 605,  4 536,  4 009,  3 761,  3 979,  3 468,  3 696,  3 528,  3 435,  3 217,  1 978,  2 339,  1 651,   924,   409,   116,   19,2,48.12936879
1116,Italy,1986,  2 973,  3 417,  4 247,  4 542,  4 617,  4 083,  3 779,  3 992,  3 460,  3 721,  3 491,  3 457,  3 222,  2 115,  2 279,  1 713,   962,   425,   122,   20,2,47.63440455
1117,Italy,1987,  2 903,  3 284,  4 112,  4 493,  4 665,  4 166,  3 825,  3 903,  3 581,  3 704,  3 483,  3 449,  3 233,  2 342,  2 124,  1 777,  1 002,   444,   130,   22,2,47.12135825
1118,Italy,1988,  2 849,  3 175,  3 959,  4 451,  4 676,  4 263,  3 877,  3 814,  3 711,  3 646,  3 514,  3 438,  3 240,  2 621,  1 916,  1 838,  1 054,   464,   139,   24,2,46.70034431
1119,Italy,1989,  2 816,  3 082,  3 778,  4 404,  4 646,  4 386,  3 930,  3 759,  3 835,  3 550,  3 569,  3 439,  3 241,  2 867,  1 751,  1 881,  1 115,   486,   148,   25,2,46.31053431
1120,Italy,1990,  2 792,  3 010,  3 586,  4 344,  4 590,  4 506,  3 990,  3 750,  3 952,  3 430,  3 628,  3 424,  3 267,  2 973,  1 739,  1 899,  1 177,   512,   157,   27,2,45.97357543
1121,Italy,1991,  2 701,  2 897,  3 404,  4 257,  4 560,  4 618,  4 081,  3 782,  3 981,  3 434,  3 668,  3 403,  3 305,  2 993,  1 877,  1 863,  1 234,   540,   166,   29,3,45.29572122
1122,Italy,1992,  2 649,  2 784,  3 252,  4 123,  4 535,  4 693,  4 182,  3 840,  3 907,  3 565,  3 663,  3 407,  3 312,  3 014,  2 091,  1 745,  1 291,   570,   175,   31,3,44.88405241
1123,Italy,1993,  2 690,  2 733,  3 136,  3 959,  4 487,  4 706,  4 281,  3 889,  3 819,  3 694,  3 606,  3 439,  3 306,  3 024,  2 347,  1 576,  1 348,   607,   186,   34,3,45.12336166
1124,Italy,1994,  2 701,  2 704,  3 040,  3 772,  4 433,  4 677,  4 406,  3 940,  3 763,  3 816,  3 511,  3 495,  3 310,  3 029,  2 569,  1 444,  1 389,   649,   196,   37,3,45.39754625
1125,Italy,1995,  2 699,  2 687,  2 967,  3 577,  4 364,  4 619,  4 526,  3 997,  3 751,  3 930,  3 390,  3 553,  3 299,  3 057,  2 667,  1 446,  1 412,   692,   210,   39,4,45.83782503
1126,Italy,1996,  2 694,  2 688,  2 902,  3 413,  4 263,  4 563,  4 615,  4 072,  3 766,  3 946,  3 382,  3 582,  3 273,  3 089,  2 681,  1 574,  1 389,   734,   226,   42,4,46.36626391
